,year,site,plot,Pool,Seed.density,alpha.hill1,beta.tot
448,2018,Sandpile,45,Low diversity,485,1,0.10218993
449,2018,Sandpile,46,Low diversity,700,1,0.110778415
450,2018,Sandpile,5,Low diversity,970,1,0.641695735
451,2018,Sandpile,6,Low diversity,970,1,0.300247017
452,2018,Sandpile,7,Low diversity,970,1.062365785,0.535191637
453,2018,Sandpile,8,High diversity,970,1.818968512,0.399688638
454,2018,Sandpile,9,Low diversity,970,1.436501376,0.304613038
455,2018,Woodpile,1,High diversity,970,2.387640947,0.760445404
456,2018,Woodpile,11,High diversity,270,1.569192583,0.578718538
457,2018,Woodpile,13,High diversity,970,1.116389795,0.303484382
458,2018,Woodpile,14,High diversity,700,1.569192583,0.51204173
459,2018,Woodpile,15,High diversity,270,1.796701742,0.575617266
460,2018,Woodpile,16,Low diversity,270,1,0.999999869
461,2018,Woodpile,17,Low diversity,270,2,0.555555387
462,2018,Woodpile,18,High diversity,485,1,0.361538082
463,2018,Woodpile,19,Low diversity,970,1,0.166477574
464,2018,Woodpile,20,Low diversity,970,1.057117723,0.20639261
465,2018,Woodpile,21,High diversity,485,2.608282241,0.22484171
466,2018,Woodpile,22,Low diversity,485,1.425669707,0.724408793
467,2018,Woodpile,23,Low diversity,485,1.569192583,0.2221368
468,2018,Woodpile,24,Low diversity,700,1,0
469,2018,Woodpile,25,Low diversity,970,1,0.572894343
470,2018,Woodpile,26,Low diversity,700,1,0
471,2018,Woodpile,27,High diversity,485,2,0.769799014
472,2018,Woodpile,28,Low diversity,270,1,1.49941726713807e-07
473,2018,Woodpile,29,High diversity,485,1,0.712788451
474,2018,Woodpile,30,High diversity,970,1,0.775882084
475,2018,Woodpile,31,Low diversity,700,1,0.105948424
476,2018,Woodpile,33,High diversity,970,1,0.798904888
477,2018,Woodpile,34,Low diversity,700,1,0.126740847
478,2018,Woodpile,35,Low diversity,485,1,0.139650752
479,2018,Woodpile,36,High diversity,700,1,0.711637662
480,2018,Woodpile,37,Low diversity,485,1,0.413961601
481,2018,Woodpile,38,Low diversity,970,1,0.204900496
482,2018,Woodpile,39,Low diversity,270,1,1.4994172665284e-07
483,2018,Woodpile,4,High diversity,485,3.457978922,0.389599327
484,2018,Woodpile,41,High diversity,970,1.667824928,0.369672454
485,2018,Woodpile,42,Low diversity,970,1.210997115,0.423785472
486,2018,Woodpile,43,Low diversity,970,1.889881575,0.241143775
487,2018,Woodpile,44,High diversity,270,1,0.570729277
488,2018,Woodpile,45,Low diversity,270,1,1.49941726744689e-07
489,2018,Woodpile,47,High diversity,700,3.827122361,0.359895063
490,2018,Woodpile,48,Low diversity,485,1,0.520808279
491,2018,Woodpile,5,High diversity,970,1.761359121,0.268939788
492,2018,Woodpile,6,Low diversity,485,2.381101578,0.360836857
493,2018,Woodpile,7,Low diversity,700,1,1.002582897
494,2018,Woodpile,8,Low diversity,270,1.937819241,0.444444314
495,2018,Woodpile,9,High diversity,700,1,0.612657481
496,2019,Airstrip,1,Low diversity,700,3.6184919,0.246883662
497,2019,Airstrip,10,High diversity,700,3.908686819,0.27333374
498,2019,Airstrip,11,High diversity,700,6.077960122,0.406694879
499,2019,Airstrip,12,Low diversity,485,3.464741691,0.036366234
500,2019,Airstrip,13,Low diversity,485,2.658196178,0
501,2019,Airstrip,14,High diversity,270,2.513040641,0.65308901
502,2019,Airstrip,15,High diversity,270,4.577967524,0.305583248
503,2019,Airstrip,16,Low diversity,970,2.059156253,0.229008228
504,2019,Airstrip,17,High diversity,970,8.009144579,0.227366892
505,2019,Airstrip,18,High diversity,485,4.470725065,0.541864243
506,2019,Airstrip,19,Low diversity,270,2.920427747,0.231005214
507,2019,Airstrip,2,High diversity,700,4.038673654,0.194414314
508,2019,Airstrip,20,High diversity,485,1,0.579113205
509,2019,Airstrip,21,High diversity,970,7.083462678,0.403941188
510,2019,Airstrip,22,High diversity,485,1,0.664762166
511,2019,Airstrip,23,Low diversity,270,1,0.702757537
512,2019,Airstrip,24,High diversity,700,4.802816676,0.473928079
513,2019,Airstrip,25,High diversity,970,4.81402713,0.36455945
514,2019,Airstrip,26,Low diversity,970,4.177625559,0.34985146
515,2019,Airstrip,27,Low diversity,270,1.057117723,0.463372455
516,2019,Airstrip,28,Low diversity,700,3.174209536,0.492243064
517,2019,Airstrip,29,High diversity,270,3.292911706,0.468200321
518,2019,Airstrip,3,Low diversity,700,1.889881575,0.567141994
519,2019,Airstrip,30,High diversity,970,6.904344974,0.639218926
520,2019,Airstrip,31,High diversity,485,2.572409939,0.628567216
521,2019,Airstrip,32,High diversity,700,2.055476952,0.435413684
522,2019,Airstrip,33,Low diversity,970,3.639922735,0.403821676
523,2019,Airstrip,34,Low diversity,700,3.216137365,0.170566178
524,2019,Airstrip,35,Low diversity,485,3.336069474,0.154866729
525,2019,Airstrip,36,Low diversity,700,3.701642508,0.302422323
526,2019,Airstrip,37,Low diversity,970,2.74494958,0.087734219
527,2019,Airstrip,38,High diversity,270,4.064069891,0.632450129
528,2019,Airstrip,39,Low diversity,970,3.868805063,0.529039806
529,2019,Airstrip,4,Low diversity,270,1,0.680451206
530,2019,Airstrip,40,High diversity,700,4.178594529,0.667082404
531,2019,Airstrip,42,High diversity,270,1.818968512,0.660941745
532,2019,Airstrip,43,High diversity,970,6.293054918,0.330352389
533,2019,Airstrip,44,Low diversity,485,2.336573541,0.820463787
534,2019,Airstrip,45,Low diversity,970,2.993895656,0.069095383
535,2019,Airstrip,46,Low diversity,485,2.208091962,0.167684781
536,2019,Airstrip,47,High diversity,485,3.596115467,0.423069815
537,2019,Airstrip,48,High diversity,970,3.418524112,0.366657321
538,2019,Airstrip,5,High diversity,485,1.937819241,0.577574679
539,2019,Airstrip,7,High diversity,270,2,0.564141119
540,2019,Airstrip,8,Low diversity,700,1.761359121,0.471109163
541,2019,Airstrip,9,Low diversity,270,2.888845517,0.312097048
542,2019,Aspen,1,Low diversity,270,1.754765351,0.21370603
543,2019,Aspen,10,High diversity,485,2.600490006,0.483681845
544,2019,Aspen,11,Low diversity,970,3.301155915,0
545,2019,Aspen,12,High diversity,485,1.417411181,0.64146135
546,2019,Aspen,13,Low diversity,970,4.221184323,0.152166351
547,2019,Aspen,14,High diversity,970,4.169612358,0.354451796
548,2019,Aspen,15,Low diversity,700,2.381101578,0.237292459
549,2019,Aspen,16,High diversity,270,1,0.502392715
550,2019,Aspen,17,High diversity,700,6.344158134,0.40687661
551,2019,Aspen,18,High diversity,270,5.144654487,0.267680256
552,2019,Aspen,19,High diversity,970,3,0.569168103
553,2019,Aspen,2,Low diversity,970,3.847735822,0.174991716
554,2019,Aspen,20,Low diversity,270,1.649384888,0.280674722
555,2019,Aspen,21,High diversity,270,3.228656157,0
556,2019,Aspen,23,Low diversity,485,1.950367504,0.230985202
557,2019,Aspen,24,Low diversity,485,3.442000814,0.445835782
558,2019,Aspen,25,Low diversity,970,1.506993066,0.450454254
559,2019,Aspen,26,Low diversity,485,1,0.717916239
560,2019,Aspen,27,High diversity,700,6.219687898,0.609454024
561,2019,Aspen,28,High diversity,485,1.889881575,0.46343821
562,2019,Aspen,29,High diversity,970,6.55925266,0.305595172
563,2019,Aspen,3,High diversity,485,5.59398143,0.453519468
564,2019,Aspen,30,Low diversity,970,4.034296928,0.427559391
565,2019,Aspen,31,Low diversity,485,1.889881575,0.572911946
566,2019,Aspen,32,High diversity,970,3.457978922,0.456097019
567,2019,Aspen,33,High diversity,270,1.569192583,0.35676309
568,2019,Aspen,34,Low diversity,485,1.698433234,0.180884891
569,2019,Aspen,35,Low diversity,970,2.175244335,0.53547976
570,2019,Aspen,36,Low diversity,700,2.974451519,0.241607046
571,2019,Aspen,37,High diversity,485,1.716357208,0.596272124
572,2019,Aspen,38,Low diversity,700,2.918348544,0.275853764
573,2019,Aspen,39,High diversity,700,3.362639654,0.420608968
574,2019,Aspen,4,Low diversity,270,2.971004097,0.415854947
575,2019,Aspen,41,High diversity,700,2.111317746,0.407135077
576,2019,Aspen,42,High diversity,270,1,0.687082442
577,2019,Aspen,43,High diversity,700,1,0.513429354
578,2019,Aspen,44,Low diversity,700,1.960131704,0.598054438
579,2019,Aspen,45,High diversity,700,1.889881575,0.289960359
580,2019,Aspen,46,High diversity,970,5.412854509,0.330360388
581,2019,Aspen,47,High diversity,970,4.429296801,0.213125161
582,2019,Aspen,48,Low diversity,700,2.600490006,0.597784923
583,2019,Aspen,5,Low diversity,270,3.709079298,0.468079235
584,2019,Aspen,6,Low diversity,700,1.987926285,0.28789369
585,2019,Aspen,7,Low diversity,270,1.754765351,0.407274153
586,2019,Aspen,8,High diversity,485,5.311174737,0.549108391
587,2019,Aspen,9,Low diversity,485,1.436501376,0.435373518
588,2019,Concolor,1,Low diversity,970,1,0.850026537
589,2019,Concolor,10,High diversity,970,4.350866896,0.393570452
590,2019,Concolor,15,High diversity,270,1,0.575063132
591,2019,Concolor,2,Low diversity,485,1,0.84295922
592,2019,Concolor,20,Low diversity,485,1.960131704,0.391215509
593,2019,Concolor,21,High diversity,485,2.014769577,0.549835689
594,2019,Concolor,22,High diversity,970,4.312303126,0.40004054
595,2019,Concolor,23,Low diversity,485,1.153159847,0.315992141
596,2019,Concolor,24,High diversity,970,1,0.712491842
597,2019,Concolor,25,High diversity,700,4.100664811,0.672081032
598,2019,Concolor,26,Low diversity,485,1.97962633,0.201240812
599,2019,Concolor,27,Low diversity,970,1.987666975,0.229573156
600,2019,Concolor,28,High diversity,270,1.889881575,0.565797688
601,2019,Concolor,29,High diversity,485,1,0.650265379
602,2019,Concolor,3,High diversity,270,1,0.579247743
603,2019,Concolor,30,Low diversity,700,2.460232976,0.200302843
604,2019,Concolor,31,High diversity,485,3.888322594,0.529666758
605,2019,Concolor,32,Low diversity,700,2.600395095,0.183433842
606,2019,Concolor,33,High diversity,700,2.311501302,0.285631716
607,2019,Concolor,34,Low diversity,485,2.872267014,0.417003525
608,2019,Concolor,35,High diversity,485,1,0.65400088
609,2019,Concolor,36,Low diversity,700,3.746748298,0.303213997
610,2019,Concolor,38,Low diversity,700,1,0.638562828
611,2019,Concolor,39,Low diversity,700,1.832713214,0.80795452
612,2019,Concolor,41,Low diversity,270,1.569192583,0.312998132
613,2019,Concolor,42,Low diversity,270,1,0.334918107
614,2019,Concolor,43,Low diversity,970,3.754478939,0.236943522
615,2019,Concolor,44,High diversity,970,3.363585661,0.572762038
616,2019,Concolor,45,High diversity,700,2.294520046,0.276876018
617,2019,Concolor,46,Low diversity,270,1,0.759871158
618,2019,Concolor,47,Low diversity,970,2.795879551,0.353511386
619,2019,Concolor,48,High diversity,485,1.832713214,0.500250576
620,2019,Concolor,6,Low diversity,970,1.26338125,0.42211936
621,2019,Concolor,7,High diversity,970,1,0.733786378
622,2019,Concolor,9,Low diversity,270,1,0.76075671
623,2019,Crooked Tongue,1,High diversity,485,1.506993066,0.687041779
624,2019,Crooked Tongue,10,Low diversity,970,1.474554677,0.22687242
625,2019,Crooked Tongue,11,Low diversity,270,3.244858213,0.472305248
626,2019,Crooked Tongue,12,High diversity,485,6.835733614,0.489114117
627,2019,Crooked Tongue,13,High diversity,270,2.943791571,0.601496096
628,2019,Crooked Tongue,14,Low diversity,970,2.275916796,0.082377093
629,2019,Crooked Tongue,15,High diversity,485,2.756178334,0.55491177
630,2019,Crooked Tongue,16,Low diversity,485,2.024538925,0.216123876
631,2019,Crooked Tongue,17,Low diversity,700,2.794388768,0.081057481
632,2019,Crooked Tongue,18,Low diversity,485,3.103625873,0.19903959
633,2019,Crooked Tongue,19,High diversity,485,3.815914189,0.397577146
634,2019,Crooked Tongue,2,Low diversity,970,1.674147074,0.263847932
635,2019,Crooked Tongue,20,Low diversity,270,2.761371656,0.226289353
636,2019,Crooked Tongue,21,High diversity,700,2.45343917,0.491369987
637,2019,Crooked Tongue,22,Low diversity,485,2.551162537,0.196665511
638,2019,Crooked Tongue,23,Low diversity,485,2.909849095,0.078774982
639,2019,Crooked Tongue,24,Low diversity,270,2.07302283,0.464287956
640,2019,Crooked Tongue,25,Low diversity,970,2.400576275,0.22479044
641,2019,Crooked Tongue,26,High diversity,970,5.989038035,0.231418516
642,2019,Crooked Tongue,27,Low diversity,270,2.807833431,0.290458162
643,2019,Crooked Tongue,28,High diversity,270,4.274868596,0.23179542
644,2019,Crooked Tongue,29,Low diversity,700,4.413189191,0.206370501
645,2019,Crooked Tongue,3,Low diversity,970,2.154287285,0.096066386
646,2019,Crooked Tongue,30,High diversity,485,4.132695155,0.283659268
647,2019,Crooked Tongue,31,High diversity,970,5.973039738,0.499107516
648,2019,Crooked Tongue,32,High diversity,970,4.502784877,0.222240279
649,2019,Crooked Tongue,33,High diversity,970,4.576900973,0.222364732
650,2019,Crooked Tongue,34,Low diversity,700,2.527948606,0.237457241
651,2019,Crooked Tongue,35,High diversity,270,4.251347014,0.330497498
652,2019,Crooked Tongue,36,High diversity,970,3.78240361,0.2209641
653,2019,Crooked Tongue,37,Low diversity,700,2.62769735,0.236644923
654,2019,Crooked Tongue,38,High diversity,700,4.838760507,0.428199999
655,2019,Crooked Tongue,39,Low diversity,270,2.271471947,0.4246858
656,2019,Crooked Tongue,4,Low diversity,970,2.607808337,0.070796866
657,2019,Crooked Tongue,40,High diversity,485,4.334250375,0.257233809
658,2019,Crooked Tongue,41,High diversity,700,5.554391453,0.306704157
659,2019,Crooked Tongue,42,Low diversity,700,2.287785013,0.180303667
660,2019,Crooked Tongue,43,High diversity,270,2.565661484,0.335103117
661,2019,Crooked Tongue,44,High diversity,270,4.221685526,0.392596415
662,2019,Crooked Tongue,45,Low diversity,485,3.434643183,0.076488658
663,2019,Crooked Tongue,46,Low diversity,485,3.250464614,0.196251604
664,2019,Crooked Tongue,47,Low diversity,700,3.177613981,0.233071482
665,2019,Crooked Tongue,48,High diversity,700,6.398998206,0.318787617
666,2019,Crooked Tongue,5,Low diversity,270,2.672054389,0.481742804
667,2019,Crooked Tongue,6,High diversity,270,1.716357208,0.849946215
668,2019,Crooked Tongue,7,High diversity,700,5.150753742,0.479698339
669,2019,Crooked Tongue,8,High diversity,970,6.347863232,0.400280583
670,2019,Crooked Tongue,9,High diversity,700,6.166534085,0.283606692
671,2019,Depression,1,High diversity,970,6.663738819,0.505045348
672,2019,Depression,11,High diversity,970,3.977134633,0.481020411
673,2019,Depression,12,High diversity,270,1,0.551309677
674,2019,Depression,13,Low diversity,700,3.293345403,0.260599402
675,2019,Depression,14,High diversity,485,1.889881575,0.667694572
676,2019,Depression,15,High diversity,270,1.754765351,0.660853779
677,2019,Depression,16,High diversity,700,3.652183841,0.445025537
678,2019,Depression,17,High diversity,270,3.717573521,0.558805209
679,2019,Depression,18,Low diversity,485,2.319406403,0.390226675
680,2019,Depression,19,High diversity,700,2.42065903,0.562896036
681,2019,Depression,2,High diversity,700,2.501411217,0.569922043
682,2019,Depression,20,High diversity,485,1,0.745921362
683,2019,Depression,21,High diversity,970,2.716870936,0.367772976
684,2019,Depression,22,Low diversity,970,2.138474729,0.199034636
685,2019,Depression,23,Low diversity,700,1.649384888,0.505033908
686,2019,Depression,24,High diversity,485,3.860512517,0.349273182
687,2019,Depression,25,Low diversity,270,1.506993066,0.610623961
688,2019,Depression,26,High diversity,970,2.408040369,0.61463865
689,2019,Depression,27,Low diversity,270,1.177064503,0.585123272
690,2019,Depression,28,High diversity,970,1.57137641,0.565317984
691,2019,Depression,29,Low diversity,970,1,0.428275265
692,2019,Depression,3,Low diversity,970,3.068357929,0.440573615
693,2019,Depression,30,Low diversity,485,2.988525811,0
694,2019,Depression,31,Low diversity,700,1.659076035,0.522547782
695,2019,Depression,32,High diversity,270,3.710075194,0.4718403
696,2019,Depression,33,High diversity,970,1.879023888,0.533615288
697,2019,Depression,34,Low diversity,485,3.491181452,0.557437815
698,2019,Depression,35,Low diversity,970,3.837246725,0.420621873
699,2019,Depression,36,Low diversity,485,1.987666975,0.368535163
700,2019,Depression,37,High diversity,270,1.506993066,0.664370092
701,2019,Depression,39,Low diversity,485,1.275096722,0.659644878
702,2019,Depression,4,Low diversity,485,1.818968512,0.381759403
703,2019,Depression,40,High diversity,700,2,0.627537738
704,2019,Depression,41,Low diversity,970,3.024053869,0
705,2019,Depression,42,Low diversity,270,2,0.486004078
706,2019,Depression,43,High diversity,485,5.718165665,0.381038724
707,2019,Depression,44,Low diversity,700,2.416477556,0.407128841
708,2019,Depression,45,High diversity,700,3.117142111,0.501929286
709,2019,Depression,46,Low diversity,700,2.708237525,0.443284698
710,2019,Depression,47,Low diversity,270,1,0.606612673
711,2019,Depression,48,Low diversity,700,1.960131704,0.329395609
712,2019,Depression,5,Low diversity,270,1,0.705658063
713,2019,Depression,7,Low diversity,270,1.754765351,0.505133664
714,2019,Depression,8,Low diversity,970,2.336025564,0.497642292
715,2019,Depression,9,High diversity,700,1.680572771,0.578640847
716,2019,Dryhill,1,Low diversity,700,1,0.486639555
717,2019,Dryhill,10,Low diversity,970,2.992694033,0.404801286
718,2019,Dryhill,11,Low diversity,485,2.700044381,0.502476686
719,2019,Dryhill,12,High diversity,970,3.79770162,0.542799172
720,2019,Dryhill,13,High diversity,485,2.970774986,0.49289703
721,2019,Dryhill,14,Low diversity,970,2.269928647,0.268818832
722,2019,Dryhill,15,High diversity,700,2.08677944,0.198617465
723,2019,Dryhill,16,Low diversity,485,1.739953223,0.581682902
724,2019,Dryhill,17,High diversity,485,1,0.635812703
725,2019,Dryhill,18,Low diversity,270,1.862966379,0.199443498
726,2019,Dryhill,19,High diversity,270,2.624690339,0.68579395
727,2019,Dryhill,2,High diversity,485,1,0.750504918
728,2019,Dryhill,20,Low diversity,485,2.848038428,0.24251271
729,2019,Dryhill,22,Low diversity,700,1.754765351,0.291971252
730,2019,Dryhill,24,Low diversity,970,1.744812157,0.334441237
731,2019,Dryhill,25,Low diversity,270,2.017562742,0.489162572
732,2019,Dryhill,26,Low diversity,970,2.620307311,0.643286819
733,2019,Dryhill,27,Low diversity,270,1.818968512,0.253794844
734,2019,Dryhill,28,High diversity,970,4.523699209,0.576116697
735,2019,Dryhill,29,High diversity,485,3.711106633,0.589510555
736,2019,Dryhill,3,Low diversity,485,2.068867513,0.479708666
737,2019,Dryhill,30,High diversity,270,1,0.268729677
738,2019,Dryhill,31,High diversity,700,1,0.29542189
739,2019,Dryhill,35,High diversity,270,1.754765351,0
740,2019,Dryhill,36,High diversity,270,1,0.179970426
741,2019,Dryhill,37,Low diversity,700,3.197113099,0.463709635
742,2019,Dryhill,38,Low diversity,700,1.210997115,0.562827998
743,2019,Dryhill,39,Low diversity,700,1,0.785123751
744,2019,Dryhill,4,High diversity,485,3.092645922,0.338314684
745,2019,Dryhill,40,High diversity,970,2.670012583,0.52087993
746,2019,Dryhill,41,Low diversity,970,1.347233391,0.491041634
747,2019,Dryhill,42,High diversity,970,1.969240642,0.610055348
748,2019,Dryhill,43,High diversity,700,1,0.861911771
749,2019,Dryhill,44,High diversity,970,4.429165918,0.344950267
750,2019,Dryhill,45,Low diversity,270,1.356131413,0.67713113
751,2019,Dryhill,46,High diversity,700,1.206282224,0.150176545
752,2019,Dryhill,47,High diversity,485,1,0.514303021
753,2019,Dryhill,48,High diversity,270,3.77976315,0.833347151
754,2019,Dryhill,5,Low diversity,485,3.762571633,0.291486794
755,2019,Dryhill,6,High diversity,700,6.618361607,0.459870146
756,2019,Dryhill,7,Low diversity,700,3.49292607,0.536461013
757,2019,Dryhill,8,Low diversity,970,2.229591874,0.497855457
758,2019,Dryhill,9,High diversity,970,4.621192835,0.41623341
759,2019,Feedplot,1,Low diversity,970,2.49378252,0.361165337
760,2019,Feedplot,10,Low diversity,970,3.815869922,0.302676672
761,2019,Feedplot,11,High diversity,700,4.645473011,0.535364348
762,2019,Feedplot,12,High diversity,485,4.016838131,0.339438442
763,2019,Feedplot,13,High diversity,485,2.633189608,0.531231201
764,2019,Feedplot,14,High diversity,485,3.197040522,0.381747237
765,2019,Feedplot,15,Low diversity,700,1.62424833,0.397407163
766,2019,Feedplot,16,Low diversity,700,2.592336113,0.131838778
767,2019,Feedplot,17,High diversity,970,4.521849399,0.333465978
768,2019,Feedplot,18,Low diversity,270,1.961510789,0.404805734
769,2019,Feedplot,19,High diversity,270,3.191271305,0.291333982
770,2019,Feedplot,2,High diversity,970,2.247410897,0.51133864
771,2019,Feedplot,20,High diversity,485,2.189056299,0.55034283
772,2019,Feedplot,21,High diversity,485,1.960131704,0.539870671
773,2019,Feedplot,22,High diversity,270,3.463414823,0.320885001
774,2019,Feedplot,23,Low diversity,970,1.526299045,0.313392476
775,2019,Feedplot,24,High diversity,970,5.950914534,0.517330801
776,2019,Feedplot,25,Low diversity,270,1.960131704,0.511492953
777,2019,Feedplot,27,Low diversity,485,1.663213267,0.432241744
778,2019,Feedplot,28,Low diversity,700,2.034126077,0.675185376
779,2019,Feedplot,29,Low diversity,270,1.068784065,0.244230285
780,2019,Feedplot,3,High diversity,270,2.987957839,0.490676044
781,2019,Feedplot,30,High diversity,270,1.761359121,0.465800775
782,2019,Feedplot,31,Low diversity,970,2.471609258,0.168567569
783,2019,Feedplot,32,High diversity,700,4.310087815,0
784,2019,Feedplot,33,Low diversity,700,1.889881575,0.152414067
785,2019,Feedplot,34,Low diversity,700,2.649351129,0.226192579
786,2019,Feedplot,35,High diversity,700,1.210997115,0.507669175
787,2019,Feedplot,36,High diversity,970,2.083811052,0.423401218
788,2019,Feedplot,37,Low diversity,270,2.160644547,0.813611994
789,2019,Feedplot,38,Low diversity,485,1.94697803,0.363347136
790,2019,Feedplot,39,High diversity,700,2.316343043,0.409545025
791,2019,Feedplot,4,Low diversity,270,1.10131945,0.223215404
792,2019,Feedplot,40,High diversity,970,3.155224647,0.225378278
793,2019,Feedplot,41,Low diversity,700,3.083890629,0.175331733
794,2019,Feedplot,42,High diversity,970,1.417411181,0.649840323
795,2019,Feedplot,43,High diversity,270,2.246122673,0.807267167
796,2019,Feedplot,44,Low diversity,485,2.663006257,0.196128374
797,2019,Feedplot,45,High diversity,485,2.214927553,0.586973522
798,2019,Feedplot,46,Low diversity,270,1.716357208,0.254407947
799,2019,Feedplot,47,Low diversity,970,2.232930785,0.434471416
800,2019,Feedplot,48,Low diversity,485,1.4551547,0.571449819
801,2019,Feedplot,5,High diversity,270,2.888108546,0.653369169
802,2019,Feedplot,6,Low diversity,485,2.031108157,0.231451339
803,2019,Feedplot,7,High diversity,700,3.619996995,0.140230672
804,2019,Feedplot,8,High diversity,700,1.281140667,0.642533953
805,2019,Feedplot,9,Low diversity,970,2.892413877,0.311087504
806,2019,Field4,1,Low diversity,700,1.889881575,0.353624549
807,2019,Field4,10,High diversity,270,2.940188137,0.350206465
808,2019,Field4,11,High diversity,485,4.572062782,0.316242974
809,2019,Field4,12,High diversity,700,4.310141558,0.451828689
810,2019,Field4,13,Low diversity,970,3.293361627,0.311426144
811,2019,Field4,14,Low diversity,970,4.038883172,0.528053001
812,2019,Field4,15,High diversity,700,5.958761747,0.495474639
813,2019,Field4,16,Low diversity,485,2.731266642,0.308341478
814,2019,Field4,17,Low diversity,700,1.889881575,0.353624549
815,2019,Field4,18,Low diversity,270,1,0.438147105
816,2019,Field4,19,Low diversity,485,2.094513549,0.131427181
817,2019,Field4,2,High diversity,270,1.723373545,0.214597546
818,2019,Field4,20,High diversity,485,1.311523414,0.744922351
819,2019,Field4,21,High diversity,970,3.522538023,0.154493919
820,2019,Field4,22,Low diversity,700,1.356131413,0.673127672
821,2019,Field4,23,High diversity,485,3.523661559,0.246233993
822,2019,Field4,24,Low diversity,970,1.457569265,0.095780632
823,2019,Field4,25,Low diversity,700,2.417751358,0.381660259
824,2019,Field4,26,Low diversity,485,1,0.413097935
825,2019,Field4,27,High diversity,270,1,0.736890583
826,2019,Field4,28,Low diversity,485,2.249897427,0.419688719
827,2019,Field4,29,High diversity,970,3.649335754,0.249125242
828,2019,Field4,3,Low diversity,270,2.34399982,0.437605842
829,2019,Field4,30,High diversity,970,2.822279912,0.303914174
830,2019,Field4,31,High diversity,970,3.262689251,0.549883778
831,2019,Field4,32,High diversity,485,1.177064503,0.409411492
832,2019,Field4,33,High diversity,970,1.818898833,0.164946807
833,2019,Field4,34,Low diversity,970,2.676158872,0.219614788
834,2019,Field4,35,Low diversity,970,1.240959725,0.258185772
835,2019,Field4,36,High diversity,700,2.210153128,0.268159924
836,2019,Field4,37,Low diversity,485,2.828427125,0.656130535
837,2019,Field4,38,Low diversity,700,3.73218997,0.11381799
838,2019,Field4,39,Low diversity,700,2,0.226525979
839,2019,Field4,4,High diversity,970,1.663855241,0.338759434
840,2019,Field4,40,High diversity,485,4.488109864,0.422623707
841,2019,Field4,41,High diversity,270,2.855077365,0.390446405
842,2019,Field4,43,Low diversity,970,1.440194552,0.213793542
843,2019,Field4,44,High diversity,485,3.139087588,0.304532336
844,2019,Field4,45,High diversity,700,2.540644445,0.314597845
845,2019,Field4,46,Low diversity,270,1.889881575,0.423895764
846,2019,Field4,47,High diversity,270,4.90857582,0.664660096
847,2019,Field4,48,Low diversity,485,1.97962633,0.191083461
848,2019,Field4,5,High diversity,700,4.456193298,0.103410553
849,2019,Field4,6,Low diversity,270,1,0.736228408
850,2019,Field4,7,High diversity,700,6.294331545,0.302964676
851,2019,Field4,8,High diversity,270,1.417411181,0.196596256
852,2019,Field4,9,Low diversity,270,1,0.696380526
853,2019,Hammer,1,Low diversity,970,1.277531917,0.665271816
854,2019,Hammer,10,Low diversity,485,3.298769777,0.205472758
855,2019,Hammer,11,High diversity,270,1,0.798748798
856,2019,Hammer,12,Low diversity,970,1,0.740012696
857,2019,Hammer,13,High diversity,970,4.782470482,0.508788654
858,2019,Hammer,14,High diversity,485,1.889881575,0.617072115
859,2019,Hammer,15,Low diversity,485,1.26338125,0.773881051
860,2019,Hammer,16,High diversity,485,4.718810382,0.615611146
861,2019,Hammer,17,Low diversity,700,1.941158453,0.38756333
862,2019,Hammer,18,High diversity,970,3.596115467,0.543451007
863,2019,Hammer,19,Low diversity,485,1.250718362,0.777828398
864,2019,Hammer,2,High diversity,485,4.710650674,0.120518675
865,2019,Hammer,20,High diversity,270,1,0.796203411
866,2019,Hammer,21,High diversity,700,1.877772332,0.410454678
867,2019,Hammer,22,High diversity,970,2.522193813,0.571335016
868,2019,Hammer,23,High diversity,970,6.710588743,0.305630791
869,2019,Hammer,24,Low diversity,700,2.941713421,0.204206643
870,2019,Hammer,25,Low diversity,485,1.818968512,0.244344064
871,2019,Hammer,26,Low diversity,970,2.931482469,0.37403842
872,2019,Hammer,27,High diversity,270,2,0.349835532
873,2019,Hammer,28,Low diversity,270,1.287930898,0.418782419
874,2019,Hammer,29,High diversity,270,1,0.366398134
875,2019,Hammer,3,Low diversity,700,3.593403483,0.364239479
876,2019,Hammer,30,Low diversity,270,1,0.458823054
877,2019,Hammer,31,High diversity,700,3.865957546,0.370232212
878,2019,Hammer,32,Low diversity,970,2.337369998,0.532881575
879,2019,Hammer,33,High diversity,485,2.026207995,0.505071145
880,2019,Hammer,34,High diversity,270,1.960131704,0.389453967
881,2019,Hammer,35,High diversity,270,2.871745887,0.390333441
882,2019,Hammer,36,Low diversity,485,1.754765351,0.350539754
883,2019,Hammer,37,High diversity,700,3.2597625,0.602122568
884,2019,Hammer,38,High diversity,700,1.26338125,0.522696226
885,2019,Hammer,39,Low diversity,270,1,0.652565633
886,2019,Hammer,4,High diversity,700,3.810666717,0.503245958
887,2019,Hammer,40,Low diversity,970,2.965584528,0
888,2019,Hammer,41,Low diversity,700,3.252623339,0.378473773
889,2019,Hammer,42,High diversity,970,1,0.590855995
890,2019,Hammer,43,High diversity,485,2.401754369,0.277601615
891,2019,Hammer,44,High diversity,700,1,0.69167199
892,2019,Hammer,46,Low diversity,485,1.97962633,0.241544933
